customerID,segment,propensity_score,snapshot_date,rec_type,window_used,risk_profile_verified,n_history_isins,rank_1_isin,rank_1_category,rank_1_score,rank_1_justification,rank_1_outside_hist,rank_2_isin,rank_2_category,rank_2_score,rank_2_justification,rank_2_outside_hist,rank_3_isin,rank_3_category,rank_3_score,rank_3_justification,rank_3_outside_hist
D36B38DFF99A0D5581CF,warm,0.9566787003610108,2022-10-31,ease,365d,True,32,GRS239003007,Stock,1.870882,item_cf,False,GRS434003000,Stock,1.269969,item_cf,False,GRS393503008,Stock,1.24975,item_cf,False
7C2EBD3C7B9CE30E2C44,warm,0.9566787003610108,2022-10-31,ease,365d,True,23,GRS393503008,Stock,1.66909,item_cf,False,GRS434003000,Stock,1.090181,item_cf,False,CY0109561015,Stock,0.994591,item_cf,False
A3475AFF8E18AE9B6DDE,warm,0.9488636363636364,2022-10-31,ease,365d,True,39,GRS393503008,Stock,1.814747,item_cf,False,GRS323003012,Stock,1.730466,item_cf,False,GRS434003000,Stock,1.56427,item_cf,False
E6D47D738DE7C89E3C20,warm,0.9488636363636364,2022-10-31,ease,365d,True,37,GRS343313003,Stock,2.979223,item_cf,False,GRS003003035,Stock,2.802145,item_cf,False,GRS087003000,Stock,1.782003,item_cf,False
86EA12B95AE5E74F503D,warm,0.9488636363636364,2022-10-31,ease,365d,True,19,GRS517003000,Stock,2.155747,item_cf,False,GRS346003007,Stock,1.667561,item_cf,False,GRS316003003,Stock,0.83228,item_cf,False
49686690383E474AD41A,warm,0.9488636363636364,2022-10-31,ease,365d,True,23,GRS015003007,Stock,1.676456,item_cf,False,GRS003003035,Stock,1.424206,item_cf,False,GRS239003007,Stock,1.266559,item_cf,False
B9F9C12D75B0618C07FD,warm,0.9488636363636364,2022-10-31,ease,365d,True,18,GRS260333000,Stock,1.038947,item_cf,False,GRS323003012,Stock,0.941018,item_cf,False,GRS003003035,Stock,0.906518,item_cf,False
CE99A1C1F183912AC0DC,warm,0.9488636363636364,2022-10-31,ease,365d,True,21,GRS393503008,Stock,1.72068,item_cf,False,100974271034,Stock,1.126483,item_cf,False,GRS323003012,Stock,1.117732,item_cf,False
CCA588D236EC5B888EA7,warm,0.9488636363636364,2022-10-31,ease,365d,True,13,GRS298343005,Stock,1.228948,item_cf,False,GRS393503008,Stock,0.825942,item_cf,False,GRS323003012,Stock,0.738427,item_cf,False
AB8576C285183DAFF4BF,warm,0.9353049907578558,2022-10-31,ease,365d,True,32,GRS393503008,Stock,2.474198,item_cf,False,GRS239003007,Stock,2.141831,item_cf,False,GRS088003017,Stock,1.512567,item_cf,False
B44585A3FAB09C5B4511,warm,0.9353049907578558,2022-10-31,ease,365d,True,37,GRS239003007,Stock,2.129251,item_cf,False,GRS087003000,Stock,2.11624,item_cf,False,GRS504003021,Stock,1.554145,item_cf,False
AD44020FCDBA59233E9E,warm,0.9353049907578558,2022-10-31,ease,365d,True,13,GRS015003007,Stock,1.171233,item_cf,False,GRS434003000,Stock,1.000397,item_cf,False,GRS003003035,Stock,0.969053,item_cf,False
75393604461CA3F6C2E3,warm,0.9353049907578558,2022-10-31,ease,365d,True,31,GRS393503008,Stock,1.736796,item_cf,False,GRS015003007,Stock,1.59979,item_cf,False,GRS131003006,Stock,1.380866,item_cf,False
3FC80D3B323DD49C2194,warm,0.9353049907578558,2022-10-31,ease,365d,True,48,GRS419003009,Stock,2.443867,item_cf,False,GRS434003000,Stock,1.923838,item_cf,False,BE0974303357,Stock,1.434233,item_cf,False
40AEFC373A627B62F035,warm,0.9353049907578558,2022-10-31,ease,365d,True,12,GRS156203002,Stock,0.829513,item_cf,False,GRS298343005,Stock,0.77236,item_cf,False,GRS004013009,Stock,0.623591,item_cf,False
5AC6FDF21A8C59510EB5,warm,0.9353049907578558,2022-10-31,ease,365d,True,15,CY0109561015,Stock,1.347489,item_cf,False,GRS364253005,Stock,1.222178,item_cf,False,GRS517003000,Stock,0.973364,item_cf,False
7EC41C0A4526D707FB88,warm,0.9353049907578558,2022-10-31,ease,365d,True,41,GRS087003000,Stock,2.468946,item_cf,False,GRS298343005,Stock,2.122016,item_cf,False,GRS517003000,Stock,1.741494,item_cf,False
3B5EED51E19461C1FAFE,warm,0.917391304347826,2022-10-31,ease,365d,True,21,GRS426003000,Stock,2.17176,item_cf,False,GRS204003008,Stock,1.522223,item_cf,False,GRS393503008,Stock,1.470425,item_cf,False
4797346438C80739DDFA,warm,0.917391304347826,2022-10-31,ease,365d,True,14,GRS434003000,Stock,1.326964,item_cf,False,GRS015003007,Stock,0.743295,item_cf,False,GRS393503008,Stock,0.658969,item_cf,False
22D8A04864FA8F53A163,warm,0.917391304347826,2022-10-31,ease,365d,True,37,GRS434003000,Stock,1.939833,item_cf,False,GRS517003000,Stock,1.789777,item_cf,False,GRS239003007,Stock,1.579248,item_cf,False
F5EAAFCDB1CF3B1FB2AB,warm,0.917391304347826,2022-10-31,ease,365d,True,39,GRS014003032,Stock,2.434635,item_cf,False,GRS343313003,Stock,1.967142,item_cf,False,GRS434003000,Stock,1.623844,item_cf,False
2EEFF3EC54A1510DA5E5,warm,0.917391304347826,2022-10-31,ease,365d,True,32,GRS087003000,Stock,1.723811,item_cf,False,GRS239003007,Stock,1.492917,item_cf,False,CY0109561015,Stock,1.375753,item_cf,False
F1D5FBEB86099A74DEF3,warm,0.917391304347826,2022-10-31,ease,365d,True,67,GRS517003000,Stock,2.48007,item_cf,False,GRS434003000,Stock,2.433759,item_cf,False,GRS015003007,Stock,2.351547,item_cf,False
152EA3828065E3C2646D,warm,0.917391304347826,2022-10-31,ease,365d,True,17,GRS015003007,Stock,2.31919,item_cf,False,100974271034,Stock,1.133285,item_cf,False,GRS281003004,Stock,1.132684,item_cf,False
DD4D4357A30376A08B2F,warm,0.917391304347826,2022-10-31,ease,365d,True,8,GRS015003007,Stock,1.088786,item_cf,False,GRS434003000,Stock,0.624579,item_cf,False,GRS314003005,Stock,0.624566,item_cf,False
8272E6FEDC2517DAA77C,warm,0.917391304347826,2022-10-31,ease,365d,True,11,GRS003003035,Stock,0.83266,item_cf,False,GRS323003012,Stock,0.639669,item_cf,False,GRS434003000,Stock,0.616198,item_cf,False
2557508DED738A6D413C,warm,0.917391304347826,2022-10-31,ease,365d,True,14,GRS245213004,Stock,0.96055,item_cf,False,GRS434003000,Stock,0.917335,item_cf,False,GRS426003000,Stock,0.798608,item_cf,False
F400F515E8ED6EA135D2,warm,0.913793103448276,2022-10-31,ease,365d,True,24,GRS426003000,Stock,1.505682,item_cf,False,GRS393503008,Stock,1.361112,item_cf,False,GRS484003009,Stock,1.201002,item_cf,False
814C9F95DD9ED81CAF29,warm,0.913793103448276,2022-10-31,ease,365d,True,11,GRS096003009,Stock,1.198066,item_cf,False,GRS131003006,Stock,1.188306,item_cf,False,GRS517003000,Stock,1.187454,item_cf,False
BE391670E7BA00FE21A0,warm,0.9045346062052506,2022-10-31,ease,365d,True,31,GRS343313003,Stock,3.216288,item_cf,False,GRS003003035,Stock,2.694091,item_cf,False,GRS087003000,Stock,1.074621,item_cf,False
A532ECB995635109E9B6,warm,0.9045346062052506,2022-10-31,ease,365d,True,55,GRS343313003,Stock,5.130318,item_cf,False,GRS015003007,Stock,2.720213,item_cf,False,100974271034,Stock,1.883158,item_cf,False
BBA29ACF7075212C2866,warm,0.9045346062052506,2022-10-31,ease,365d,True,12,GRS323003012,Stock,0.657786,item_cf,False,GRS498003003,Stock,0.616785,item_cf,False,GRS432003028,Stock,0.536454,item_cf,False
2A290334B93F06132D78,warm,0.9045346062052506,2022-10-31,ease,365d,True,9,GRS003003035,Stock,1.212418,item_cf,False,GRS323003012,Stock,0.745463,item_cf,False,GRS393503008,Stock,0.360376,item_cf,False
E5FF1B33C5EEB19CD14B,warm,0.9045346062052506,2022-10-31,ease,365d,True,13,GRS419003009,Stock,1.404416,item_cf,False,GRS470003013,Stock,0.80875,item_cf,False,GRS260333000,Stock,0.637482,item_cf,False
332E6C05E6FFCEA73924,warm,0.9045346062052506,2022-10-31,ease,365d,True,17,GRS434003000,Stock,1.447024,item_cf,False,GRS393503008,Stock,1.386909,item_cf,False,GRS323003012,Stock,1.167485,item_cf,False
3ED911BF9A4545BF9C15,warm,0.9045346062052506,2022-10-31,ease,365d,True,21,GRS488003005,Stock,1.461695,item_cf,False,CY0109561015,Stock,1.088314,item_cf,False,GRS397003005,Stock,0.812461,item_cf,False
A2133BC122DFB1AC6D25,warm,0.9045346062052506,2022-10-31,ease,365d,True,21,GRS434003000,Stock,1.614589,item_cf,False,GRS096003009,Stock,0.991535,item_cf,False,GRS323003012,Stock,0.944766,item_cf,False
B23456352C96452C6747,warm,0.883177570093458,2022-10-31,ease,365d,True,14,GRS014003032,Stock,0.890323,item_cf,False,GRS434003000,Stock,0.867704,item_cf,False,GRS245213004,Stock,0.800165,item_cf,False
16EB6BE5ACE5AD7A4077,warm,0.883177570093458,2022-10-31,ease,365d,True,6,GRS434003000,Stock,0.340589,item_cf,False,GRS314003005,Stock,0.188416,item_cf,False,GRS245213004,Stock,0.131314,item_cf,False
1E95D7B60F3C10AD1565,warm,0.883177570093458,2022-10-31,ease,365d,True,6,GRS015003007,Stock,0.847962,item_cf,False,GRS003003035,Stock,0.530254,item_cf,False,GRS087003000,Stock,0.401438,item_cf,False
71267E7B007A2FB67347,warm,0.883177570093458,2022-10-31,ease,365d,True,11,GRS298343005,Stock,1.136598,item_cf,False,GRS517003000,Stock,1.023086,item_cf,False,GRS419003009,Stock,0.628754,item_cf,False
F4E33EE2C99EEEE5D36D,warm,0.883177570093458,2022-10-31,ease,365d,True,8,GRS496003005,Stock,1.095027,item_cf,False,GRS395363005,Stock,0.642169,item_cf,False,GRS404003006,Stock,0.5854,item_cf,False
39178E2A282939BC39D4,warm,0.883177570093458,2022-10-31,ease,365d,True,19,GRS434003000,Stock,1.27364,item_cf,False,GRS239003007,Stock,1.250692,item_cf,False,GRS473003002,Stock,1.211304,item_cf,False
CCBE079C66DB8F0955F1,warm,0.8803191489361702,2022-10-31,ease,365d,True,20,GRS239003007,Stock,2.148436,item_cf,False,GRS095003000,Stock,1.454418,item_cf,False,GRS137003000,Stock,1.054772,item_cf,False
FD9030AE2E317C78964B,warm,0.8803191489361702,2022-10-31,ease,365d,True,7,GRS015003007,Stock,0.746054,item_cf,False,GRS003003035,Stock,0.578582,item_cf,False,GRS343313003,Stock,0.419622,item_cf,False
E59C0A17D58F684C385A,warm,0.8803191489361702,2022-10-31,ease,365d,True,12,GRS323003012,Stock,1.067945,item_cf,False,GRS434003000,Stock,0.740536,item_cf,False,GRS343313003,Stock,0.461244,item_cf,False
C6707130F4AAA91E860B,warm,0.8803191489361702,2022-10-31,ease,365d,True,8,GRS419003009,Stock,1.073768,item_cf,False,GRS434003000,Stock,0.5855,item_cf,False,GRS393503008,Stock,0.569162,item_cf,False
9D204C18007EF1F22DAC,warm,0.8803191489361702,2022-10-31,ease,365d,True,14,GRS014003032,Stock,0.899142,item_cf,False,GRS419003009,Stock,0.791853,item_cf,False,GRS245213004,Stock,0.552903,item_cf,False
B9B31086DB673F7C95E5,warm,0.8803191489361702,2022-10-31,ease,365d,True,22,GRS434003000,Stock,2.167922,item_cf,False,GRS393503008,Stock,1.326302,item_cf,False,GRS323003012,Stock,1.267236,item_cf,False
9345FC1EB64C4D2F94BA,warm,0.8803191489361702,2022-10-31,ease,365d,True,12,GRS003003035,Stock,0.912178,item_cf,False,GRS323003012,Stock,0.761205,item_cf,False,GRS434003000,Stock,0.752378,item_cf,False
06B37AA5E36F5C6E0709,warm,0.8264984227129337,2022-10-31,ease,365d,True,32,GRS323003012,Stock,1.776051,item_cf,False,GRS346003007,Stock,1.246514,item_cf,False,GRS337003008,Stock,1.185474,item_cf,False
AF5F982C4EFF03DB30C9,warm,0.8264984227129337,2022-10-31,ease,365d,True,25,GRS343313003,Stock,4.2469,item_cf,False,GRS003003035,Stock,1.460228,item_cf,False,GRS470003013,Stock,1.439432,item_cf,False
FC62416417A61DA64F47,warm,0.8264984227129337,2022-10-31,ease,365d,True,12,GRS298343005,Stock,0.713112,item_cf,False,GRS419003009,Stock,0.71104,item_cf,False,GRS323003012,Stock,0.630643,item_cf,False
3D572B4F6A4E9682A51F,warm,0.8264984227129337,2022-10-31,ease,365d,True,22,GRS239003007,Stock,1.587265,item_cf,False,GRS131003006,Stock,0.950464,item_cf,False,GRS015003007,Stock,0.883385,item_cf,False
5E7633BCD849D3264338,warm,0.8264984227129337,2022-10-31,ease,365d,True,18,GRS434003000,Stock,0.96432,item_cf,False,GRS323003012,Stock,0.779484,item_cf,False,GRS239003007,Stock,0.682157,item_cf,False
14B541DCDCA0402DCA5F,warm,0.8264984227129337,2022-10-31,ease,365d,True,9,BE0974303357,Stock,0.4547,item_cf,False,GRS517003000,Stock,0.444201,item_cf,False,GRS323003012,Stock,0.438301,item_cf,False
3D579F7F3C9C270729AE,warm,0.8264984227129337,2022-10-31,ease,365d,True,10,GRS015003007,Stock,0.738024,item_cf,False,GRS003003035,Stock,0.651099,item_cf,False,GRS434003000,Stock,0.62358,item_cf,False
F3BE901A9B0D47F8DE4E,warm,0.8264984227129337,2022-10-31,ease,365d,True,11,GRS434003000,Stock,0.76324,item_cf,False,GRS015003007,Stock,0.746676,item_cf,False,GRS402003008,Stock,0.604803,item_cf,False
4C34D717433BAB1E04BD,warm,0.8264984227129337,2022-10-31,ease,365d,True,6,GRS014003032,Stock,0.731257,item_cf,False,GRC8231227D3,Bond,0.667553,item_cf,False,GRS434003000,Stock,0.33618,item_cf,False
E3AEE99C06246895F54C,warm,0.8264984227129337,2022-10-31,ease,365d,True,10,GRS015003007,Stock,1.050441,item_cf,False,GRS003003035,Stock,0.80459,item_cf,False,GRS434003000,Stock,0.697902,item_cf,False
F95E495A0E150F8A7EE1,warm,0.8264984227129337,2022-10-31,ease,365d,True,11,GRS015003007,Stock,0.848543,item_cf,False,GRS003003035,Stock,0.81379,item_cf,False,GRS239003007,Stock,0.609311,item_cf,False
8491B80EEAC06D9B59B2,warm,0.8264984227129337,2022-10-31,ease,365d,True,13,GRS015003007,Stock,1.07967,item_cf,False,GRS003003035,Stock,0.8491,item_cf,False,GRS434003000,Stock,0.828011,item_cf,False
BC473BC3AD15863C834C,warm,0.8264984227129337,2022-10-31,ease,365d,True,12,GRS015003007,Stock,0.963985,item_cf,False,GRS434003000,Stock,0.931674,item_cf,False,GRS393503008,Stock,0.749751,item_cf,False
CC251A30182E9D48720C,warm,0.8264984227129337,2022-10-31,ease,365d,True,3,GRS003003035,Stock,0.593761,item_cf,False,GRS323003012,Stock,0.252227,item_cf,False,GRS434003000,Stock,0.215972,item_cf,False
55B5D5E678AE2C1D0414,warm,0.8264984227129337,2022-10-31,ease,365d,True,15,GRS015003007,Stock,1.32181,item_cf,False,GRS003003035,Stock,1.08276,item_cf,False,GRS087003000,Stock,0.703697,item_cf,False
57AE3E667919FE1F30DD,warm,0.8264984227129337,2022-10-31,ease,365d,True,8,GRS003003035,Stock,0.816719,item_cf,False,GRS323003012,Stock,0.6228,item_cf,False,GRS434003000,Stock,0.590415,item_cf,False
A0BF7234E7E8C9284441,warm,0.8122448979591836,2022-10-31,ease,365d,True,23,GRS434003000,Stock,1.708254,item_cf,False,GRS015003007,Stock,1.431921,item_cf,False,GRS393503008,Stock,1.216054,item_cf,False
7079B7791FF798E7E34E,warm,0.8122448979591836,2022-10-31,ease,365d,True,14,GRS434003000,Stock,0.930301,item_cf,False,GRS245213004,Stock,0.766366,item_cf,False,BE0974303357,Stock,0.733469,item_cf,False
CE5DC66ABD114A63562B,warm,0.8122448979591836,2022-10-31,ease,365d,True,21,GRS014003032,Stock,1.964659,item_cf,False,GRS434003000,Stock,1.76493,item_cf,False,GRS096003009,Stock,0.996645,item_cf,False
1E817BEB52DA2C858570,warm,0.8122448979591836,2022-10-31,ease,365d,True,16,GRS419003009,Stock,1.609009,item_cf,False,GRS393503008,Stock,1.509131,item_cf,False,GRS434003000,Stock,1.104943,item_cf,False
74938B6F0E29FE6CC7E3,warm,0.8122448979591836,2022-10-31,ease,365d,True,4,GRS343313003,Stock,0.401943,item_cf,False,GRS015003007,Stock,0.39697,item_cf,False,GRS087003000,Stock,0.331726,item_cf,False
9F004835324D86E18960,warm,0.8037974683544303,2022-10-31,ease,365d,True,11,GRS015003007,Stock,1.042544,item_cf,False,GRS003003035,Stock,0.752548,item_cf,False,GRS343313003,Stock,0.467904,item_cf,False
F36CC223D2F279EACC09,warm,0.8037974683544303,2022-10-31,ease,365d,True,19,GRS323003012,Stock,1.489503,item_cf,False,GRS434003000,Stock,1.364746,item_cf,False,GRS003003035,Stock,0.938091,item_cf,False
8455105228D335921E58,warm,0.8037974683544303,2022-10-31,ease,365d,True,20,GRS393503008,Stock,1.442871,item_cf,False,GRS419003009,Stock,1.206762,item_cf,False,GRS395363005,Stock,1.03731,item_cf,False
DDF524935B136DAA2327,warm,0.8037974683544303,2022-10-31,ease,365d,True,14,GRS419003009,Stock,1.70258,item_cf,False,GRS393503008,Stock,1.011871,item_cf,False,GRS014003032,Stock,0.84996,item_cf,False
0F414D7199A4D5D86AF9,warm,0.8037974683544303,2022-10-31,ease,365d,True,30,GRS434003000,Stock,1.911799,item_cf,False,GRS419003009,Stock,1.368226,item_cf,False,GRS395363005,Stock,1.211705,item_cf,False
F99569FD796AF48EDD42,warm,0.8037974683544303,2022-10-31,ease,365d,True,7,GRS015003007,Stock,0.45732,item_cf,False,GRS003003035,Stock,0.422758,item_cf,False,GRS426003000,Stock,0.356325,item_cf,False
BD424165648A0AFDC8E0,warm,0.8037974683544303,2022-10-31,ease,365d,True,5,GRS393503008,Stock,0.456582,item_cf,False,GRS323003012,Stock,0.387494,item_cf,False,GRS426003000,Stock,0.342832,item_cf,False
11EC1917DF40DAB46680,warm,0.8037974683544303,2022-10-31,ease,365d,True,11,GRS014003032,Stock,1.098307,item_cf,False,GRS517003000,Stock,0.675483,item_cf,False,GRS096003009,Stock,0.632219,item_cf,False
2129C246A9B964F0A433,warm,0.8037974683544303,2022-10-31,ease,365d,True,6,GRS003003035,Stock,0.770436,item_cf,False,GRS323003012,Stock,0.627953,item_cf,False,GRS434003000,Stock,0.340589,item_cf,False
28F00A55CE3BFADF7845,warm,0.7967289719626168,2022-10-31,ease,365d,False,20,GRS419003009,Stock,1.503813,item_cf,False,GRS087003000,Stock,1.148458,item_cf,False,GRS426003000,Stock,1.12729,item_cf,False
B97E12D7D0C7FCA99B74,warm,0.7967289719626168,2022-10-31,ease,365d,True,17,CY0109561015,Stock,0.926151,item_cf,False,GRS289103004,Stock,0.748034,item_cf,False,GRS364253005,Stock,0.730313,item_cf,False
C77EE4B8D09B52DEBC31,warm,0.7967289719626168,2022-10-31,ease,365d,True,19,GRS003003035,Stock,1.253287,item_cf,False,GRS434003000,Stock,1.222928,item_cf,False,GRS015003007,Stock,1.064179,item_cf,False
81C89EEDF24F8E9385F2,warm,0.7967289719626168,2022-10-31,ease,365d,True,12,GRS393503008,Stock,1.229664,item_cf,False,GRS434003000,Stock,1.120417,item_cf,False,GRS015003007,Stock,1.010581,item_cf,False
49D51C6EA4FDB9A3682F,warm,0.7967289719626168,2022-10-31,ease,365d,True,16,GRS419003009,Stock,1.443722,item_cf,False,GRS298343005,Stock,1.234769,item_cf,False,GRS517003000,Stock,1.155685,item_cf,False
AF0B189E10466012FD8E,warm,0.7967289719626168,2022-10-31,ease,365d,True,19,GRS393503008,Stock,1.444495,item_cf,False,GRS419003009,Stock,1.243137,item_cf,False,GRS434003000,Stock,1.11486,item_cf,False
1AFE170DCD82682DA586,warm,0.7967289719626168,2022-10-31,ease,365d,True,6,CY0109561015,Stock,0.540127,item_cf,False,GRS393503008,Stock,0.53285,item_cf,False,GRS003003035,Stock,0.422798,item_cf,False
F103D2DF470CAF5BE292,warm,0.7967289719626168,2022-10-31,ease,365d,True,10,GRS393503008,Stock,0.850729,item_cf,False,GRS434003000,Stock,0.736378,item_cf,False,GRS426003000,Stock,0.642743,item_cf,False
8C9DDC475EFD0FD0C725,warm,0.7967289719626168,2022-10-31,ease,365d,True,9,GRS087003000,Stock,0.934643,item_cf,False,GRS281003004,Stock,0.543321,item_cf,False,GRS003003035,Stock,0.441261,item_cf,False
E5863E5DD34880E4E048,warm,0.7967289719626168,2022-10-31,ease,365d,True,15,GRS517003000,Stock,1.003846,item_cf,False,GRS470003013,Stock,0.984583,item_cf,False,GRS434003000,Stock,0.845985,item_cf,False
79BF4708F32227B238A0,warm,0.7538712306438466,2022-10-31,ease,365d,True,12,GRS449003003,Stock,1.372313,item_cf,False,GRS517003000,Stock,1.309961,item_cf,False,GRS343313003,Stock,1.077149,item_cf,False
48C02CF1AD875391AE9F,warm,0.7538712306438466,2022-10-31,ease,365d,True,9,GRS314003005,Stock,0.85422,item_cf,False,GRS281003004,Stock,0.778498,item_cf,False,GRS346003007,Stock,0.689679,item_cf,False
8CDC7947CE4A85932B8F,warm,0.7538712306438466,2022-10-31,ease,365d,True,8,GRS003003035,Stock,0.576291,item_cf,False,GRS393503008,Stock,0.456771,item_cf,False,GRS245213004,Stock,0.410552,item_cf,False
2FDF486524A01027FA5A,warm,0.7538712306438466,2022-10-31,ease,365d,True,14,GRS393503008,Stock,0.845156,item_cf,False,GRS434003000,Stock,0.680887,item_cf,False,GRS003003035,Stock,0.481054,item_cf,False
C4F220D0435EA4074DF7,warm,0.7538712306438466,2022-10-31,ease,365d,True,5,GRS393503008,Stock,0.594013,item_cf,False,GRS434003000,Stock,0.541161,item_cf,False,GRS087003000,Stock,0.390434,item_cf,False
D371D746ECB5D0D20D9E,warm,0.7538712306438466,2022-10-31,ease,365d,True,24,GRS434003000,Stock,1.354634,item_cf,False,GRS096003009,Stock,1.273977,item_cf,False,GRS245213004,Stock,1.174096,item_cf,False
C582B2DBC441E43D85F3,warm,0.7538712306438466,2022-10-31,ease,365d,True,8,GRS434003000,Stock,0.503088,item_cf,False,GRS003003035,Stock,0.501921,item_cf,False,GRS087003000,Stock,0.408569,item_cf,False
A9FC4E6834ABB639CFF8,warm,0.7538712306438466,2022-10-31,ease,365d,True,14,GRS419003009,Stock,0.99509,item_cf,False,GRS517003000,Stock,0.719351,item_cf,False,GRS426003000,Stock,0.467963,item_cf,False
EC471B7939B610052CF9,warm,0.7538712306438466,2022-10-31,ease,365d,True,22,GRS343313003,Stock,1.610166,item_cf,False,GRS484003009,Stock,1.325998,item_cf,False,GRS504003021,Stock,1.207857,item_cf,False
F241A999841998F840AC,warm,0.7538712306438466,2022-10-31,ease,365d,True,28,GRS432003028,Stock,2.043267,item_cf,False,GRS472003011,Stock,2.011956,item_cf,False,GRS096003009,Stock,1.674208,item_cf,False
5FB45736E31AD73E74A2,warm,0.7538712306438466,2022-10-31,ease,365d,True,17,GRS393503008,Stock,1.989215,item_cf,False,GRS015003007,Stock,1.406646,item_cf,False,GRS434003000,Stock,1.007807,item_cf,False
C709E9619C7A89883CEE,warm,0.7538712306438466,2022-10-31,ease,365d,True,7,GRS015003007,Stock,0.819269,item_cf,False,GRS003003035,Stock,0.731972,item_cf,False,GRS434003000,Stock,0.385862,item_cf,False
B4FA08394C1F03281EE1,warm,0.7538712306438466,2022-10-31,ease,365d,True,15,GRS434003000,Stock,1.085601,item_cf,False,GRS015003007,Stock,1.031864,item_cf,False,GRS003003035,Stock,0.599731,item_cf,False
7F5C16C1B9002FB4F9C9,warm,0.7538712306438466,2022-10-31,ease,365d,True,7,GRS014003032,Stock,1.31339,item_cf,False,GRS434003000,Stock,0.45388,item_cf,False,GRS372003004,Stock,0.307093,item_cf,False
C2513E694E3394812CEA,warm,0.7538712306438466,2022-10-31,ease,365d,True,4,GRS517003000,Stock,0.24217,item_cf,False,100974271034,Stock,0.241765,item_cf,False,GRS087003000,Stock,0.172834,item_cf,False
3F46ACF8EE2E3E8942F0,warm,0.7538712306438466,2022-10-31,ease,365d,True,4,GRS015003007,Stock,0.317089,item_cf,False,GRS434003000,Stock,0.184989,item_cf,False,GRS343313003,Stock,0.15488,item_cf,False
053A0F76F3BDE1CFF092,warm,0.7538712306438466,2022-10-31,ease,365d,True,3,GRS015003007,Stock,0.431944,item_cf,False,GRS434003000,Stock,0.315633,item_cf,False,GRS003003035,Stock,0.278043,item_cf,False
8F4954CA3B843614789D,warm,0.7538712306438466,2022-10-31,ease,365d,True,15,GRS434003000,Stock,1.147165,item_cf,False,GRS239003007,Stock,0.772339,item_cf,False,GRS517003000,Stock,0.769528,item_cf,False
3D5E0A21E8A958EFB1FC,warm,0.7538712306438466,2022-10-31,ease,365d,True,8,GRS015003007,Stock,1.083023,item_cf,False,GRS434003000,Stock,0.551757,item_cf,False,GRS213213002,Stock,0.245171,item_cf,False
